text_customer,text_apple
It is not even 10am and it’s not my day. @AppleSupport sends an email asking for feedback on my recent experience with them... I literally got two messages from them and no solution. And now I have to take a test in bio. Not happy Friday.,@233537 We'd like to look into this. DM us and we'll go from there. https://t.co/GDrqU22YpT
@AppleSupport Last update was even worse for my battery’s life... could you pls fix it soon?,@233538 We want to look into your battery concerns with you. Reach out via DM using the link below and let us know what version of iOS 11 you have installed. You can check by tapping Settings &gt; General &gt; About. https://t.co/GDrqU22YpT
@AppleSupport https://t.co/a8gilPIepG,@233539 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj
@AppleSupport,@233541 We want to help you get back to capturing great pictures with your iPhone. What happens when you open the Camera app on your iPhone? Are you able to see the preview and capture photos?
"@AppleSupport my iPhone7 used to be able to last one day w/o charging. however, since updating to the latest iOS it has drained my phone’s battery life - i have to charge it &gt; once a day now. i have resorted to disable certain features on “Settings” but no improvement at all.",@233542 We'd like to help with your iPhone's battery life. Please DM us details on how you mainly use your iPhone and when you're seeing this battery drain. We'll work with you there. https://t.co/GDrqU22YpT
"@115858 @AppleSupport 
Where are my battery, celular, and wifi indicators? I can only see them if I open an app, but not in the home screen. https://t.co/HfrzWnY2Wn",@233543 Let's check that out for you. Is this still happening after a restart? Which iOS version is your device running? Let us know in DM and we'll take a closer look. https://t.co/GDrqU22YpT
"@AppleSupport Have there been many issues with the 8+ freezing, waking up to screen not working, apps crashing, and video/photo editing? Mine definitely has. I upgrade to the 8+ the day it was released (from a 5c). It was an awesome upgrade. However, these issues are not so great",@233544 We're here for you and we want to get this sorted. Please DM us the version of iOS you're using under Settings &gt; General &gt; About and we can go from there together. https://t.co/GDrqU22YpT
@AppleSupport It happened on my iPad . I had some 50 songs in my music library,"@233545 Were these songs purchases from iTunes, or uploaded from another source? Meet us in DM to continue. https://t.co/GDrqU2kzhr"
@115858 @AppleSupport @3183 @115948 HELP!!,@233545 We're here to help sort this out! Which device did this happen on? Do you know the approximate number of songs you had in your library?
@AppleSupport please check DM,@151526 We've received your DM. Be on the look out for our reply very soon!
@AppleSupport,@233547 Hey there! Thanks for tagging us so we can help you get your tunes flowing again. Let's see if it needs to be redownloaded by following these steps: https://t.co/I39AyMJNgb Let us know how it goes.
"@AppleSupport Vocês podiam fazer alguma coisa quanto a esse bug do iOS no iPhone 5S, tá insuportável","@233549 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt"
@AppleSupport i always used control center. i don’t have a need to use bluetooth connectivity so it’s disheartening when i find it on and using battery needlessly. i’ll try going to settings to see if that will fix the repetitive issue.,@233550 Bluetooth works differently in iOS 11. This link gives more detail: https://t.co/G7BHuQnDS6
"@AppleSupport yep, going through settings fixed it. thank you for the response.",@233550 You're welcome. Have a great day.
"@115858 @applesupport Your iCloud recovery has been broken for me for months, your support staff stonewalled me after taking my private data and did nothing.  All of this started because your iOS 11 upgrade nuked my data.",@233551 We’d like to understand more about this. Please DM us some details and we’ll take it from there. https://t.co/GDrqU22YpT
@AppleSupport Hi ever since my computer crashed my browsers don’t work,@233552 Thanks for reaching back out to us. We'd like to help you out. Let's meet in DM. https://t.co/GDrqU22YpT
@AppleSupport had to hire someone to be able to reinstall everything. What to do regarding updates?,"@233552 Thank you for reaching out to us. We're glad that you were able to get your data reinstalled. As with any update, we always recommend that you create a backup first with TimeMachine or an external hard drive: https://t.co/aT16GG0KcX"
@AppleSupport after spending $4k on a MBP there shouldn't be this many problems with your keyboard.,@233554 We want to help! DM us and let us know more about the issues you are having. We can look more into this issue from there. https://t.co/GDrqU22YpT
@1714 @AppleSupport you need to unlock my account. I’ve requested it so many times and can’t do anything on my phone! 🤬,@233555 We completely understand how important your account is and having access. We'd like to help. DM us some additional details of what is locked and we'll help.
"@AppleSupport iOS 11.1.2 (15B202)
iPhone 6S Plus",@233556 Let's go to Settings&gt; General&gt; Background App Refresh. Is that on or off. DM us the answer. https://t.co/GDrqU22YpT
@AppleSupport 11.1.2 the latest version,"@142740 Which apps do you use for music and TV? When the device freezes, does it unfreeze on its own after some time, or do you have to do something to unfreeze it?"
@AppleSupport I just use the Music app and TV app on their own. They don't unfreeze. It just closes out after a while. Never loads. So right now I can't access any of my music or anything in the TV app. I just got my iPhone X replaced last night for a different issue so it's a new phone.,"@142740 When you were setting up the replacement device, did you set it up as new, or did you restore a backup to it? Let us know via DM. https://t.co/GDrqU22YpT"
@AppleSupport what can I do other than restarting my phone and re-logging in to my Apple ID to get my music and TV apps to open? Also can’t access settings-&gt;music because it just freezes.,@142740 We'd like to help you out with your iPhone apps freezing. Which iOS version are you running? You can view the version in Settings &gt; General &gt; About.
@AppleSupport No I cannot. Firefox is also not working. I have no extensions installed in Firefox. It's a clean install. https://t.co/mnaWejo8dK keeps failing to present me with the two-factor auth window so that I can punch in my auth code that was sent to my phone. I just get this instead... https://t.co/tUNgIVNym0,@233075 Are you also able to sign in using Firefox using a private window?
@AppleSupport (see rest of thread) Basically i just updated FF and it worked.....I was running v. 47 and now it's on like v. 56.....The update fixed that issue. And now it seems to be working everywhere in all browsers...Makes me think temp server side glitch?,@233075 We're glad to hear you're up and running again.
